,created_at,res,full_text,screen_name,followers_count,friends_count,retweet_count,favorite_count,Hashtag
1572,Sun Mar 21 12:07:44 +0000 2021,1,RT @AuschwitzMuseum: #WorldPoetryDay | Ilse Weber (b. 1903) worked as a night nurse in Theresienstadt ghetto's infirmary and had the courag…,tinywitch75,119,153,60,0,WorldPoetryDay
670,Sun Mar 21 16:21:03 +0000 2021,0,Join @MarkSZaidEsq and @bowtielaw for their legal analysis (and geeking out) over #FalconandtheWinterSoldier https://t.co/SlcPvY7LMY https://t.co/rXJXu0nZH8,TheLegalGeeks,2772,2724,0,0,FalconAndTheWinterSoldier.
1861,Sun Mar 21 11:42:39 +0000 2021,1,"RT @SinghhAalamdeep: Love may have no reason,
Love may have no season
When you love someone,
All you want is to spend time
            With…",sarcasticbon69,448,345,1,0,WorldPoetryDay
1940,Thu Mar 25 19:05:22 +0000 2021,1,"RT @Kaushik_Sahab1: Logical Congressi's ~ We support BJP's  #GNCTDBill against AAP....

""Because kejriwal is Sanghi and B team of BJP"" 😂…",paripar02830509,77,50,13,0,GNCTDBill
224,Sun Mar 21 03:17:54 +0000 2021,1,RT @ASB04091: @NitinRaut_INC साहेब कोरोना कालात राजस्थान मध्ये काँग्रेस ची सत्ता असताना नोकर भरती करू शकतात तर आपल्या महाराष्ट्रात का नाही…,AkshayDandeka13,102,107,4,0,modirozgardo
1845,Tue Mar 23 15:29:17 +0000 2021,1,"RT @riya__rathore: #MartyrsDay
It’s ok to cry it’s not just a movie

The movie- https://t.co/cNwNOvCf8I",Soul_s_Eye,2876,2168,17,17,MartyrsDay
376,Sat Mar 20 16:34:45 +0000 2021,1,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",RahulGu58695437,49,163,29,0,modirozgardo
276,Tue Mar 23 18:51:46 +0000 2021,1,"RT @JugrajsinghBJP: Tribute to the great Indian freedom fighters &amp; revolutionaries #BhagatSingh , #Sukhdev and #Rajguru on Shaheed Diwas.…",ibhargav_bjp,677,1334,4,0,MartyrsDay
273,Sun Mar 21 15:31:55 +0000 2021,1,"RT @MensDayOutIndia: ""We had sought medical opinion &amp; primary observation revealed that the injury which she had on her nose is not the kin…",iShalinKMishra,61,77,0,0,Zomato.
1384,Fri Apr 02 04:04:43 +0000 2021,1,RT @DRMovieNews1: #GodzillaVsKong  is EXPLOSIVE and has delivered the best opening day in over a year with a whopping $9.6M - on a Wednesda…,yali1395,115,406,61,0,godzillavskong  .
1324,Tue Mar 23 15:52:48 +0000 2021,1,RT @CartoonistSan: Old one. #MartyrsDay https://t.co/YB1GwabomT,kath__aditi,20,35,285,285,MartyrsDay
1859,Sun Mar 21 11:25:20 +0000 2021,1,RT @BluRayAngel: This is Zack Snyder’s greatest one perfect shot #SnydersCut https://t.co/Z0YyRq8YkQ,jinseykones,174,370,45,0,snyderscut.
163,Tue Mar 23 18:59:41 +0000 2021,1,"RT @KIITUniversity: On the occasion of #SaheedDiwas (#MartyrsDay), #KIIT remembers the sacrifices of the 3 gallant freedom fighters - Bhag…",SNNAYAK4,496,85,92,0,MartyrsDay
2712,Thu Mar 25 17:04:33 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",AMITSOLANA1,5,105,4885,0,GNCTDBill
488,Tue Mar 23 17:38:53 +0000 2021,1,"RT @realhimanshi: Tribute to the fearless heroes 🙏🏻🙏🏻
#BhagatSingh #MartyrsDay #Sukhdev #InquilabZindabad #23March #Sukhdev #ShaheediDiwas…",Gagande95477310,0,6,277,0,MartyrsDay
980,Tue Mar 23 18:26:36 +0000 2021,0,"RT @DelhiTimesTweet: #DTPoll: Which of these films had the best on-screen portrayals of #BhagatSingh, #Sukhdev and #Rajguru?

#ShaheedDiwas…",AMJ48818,27,378,44,0,MartyrsDay
1584,Fri Apr 02 04:06:46 +0000 2021,1,"RT @ExtrFreeBurner: #GodzillaVsKong

Kong: -minding his own business-

Godzilla: https://t.co/2aUxcndSan",ProxTheOperator,1017,1966,21,21,godzillavskong  .
294,Sun Mar 21 02:10:40 +0000 2021,1,"RT @Ranisingh55: #StudentsWantJobs 
We will never stop 
Stay positive stay energetic
Do it for yourself 🖤
#modi_rojgar_दो 
#modi_rojgar_do…",PawanKu08780265,1,10,80,0,modirozgardo
1330,Fri Mar 26 01:47:27 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",uditanshuk5,7,52,6861,0,GNCTDBill
2597,Thu Mar 25 17:19:53 +0000 2021,1,"RT @ethicalsid: 𝙈𝙐𝙎𝙏 𝙒𝘼𝙏𝘾𝙃 &amp; 𝙎𝙃𝘼𝙍𝙀🔥

.@manojkjhadu have a message for all the leaders/parties who were silent / chose to walk out from the…",hsionline,44,16,622,0,GNCTDBill
249,Sun Mar 21 02:33:37 +0000 2021,1,"RT @ChetanWrites: Govt busy in Bengal rallies, 

while people of India trending:
#BankSurgicalStrike 
#modi_rojgar_do 
#PetrolDieselPriceHi…",KajalBerojgar2,12,7,8,0,modirozgardo
1933,Thu Mar 25 19:06:40 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",Mohamma28663317,1,49,4885,0,GNCTDBill
858,Sat Mar 20 04:00:19 +0000 2021,1,"@narendramodi #modi_rojgar_do 
KVS, NVS ki vacancy nikalo..
3 saal ho gaye exam nahi hua..",Lakshmi27043515,0,3,2,1,modirozgardo
1764,Thu Mar 25 20:05:20 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",MahsoobC,77,345,4882,0,GNCTDBill
2467,Thu Apr 01 17:23:36 +0000 2021,0,"RT @Biharibabua10: #ParambirSingh 
In Bihar had happened  would be under President's Rule, CRPF would have been deployed and media would ha…",mdamirfsl,45,76,21,0,godzillavskong  .
312,Wed Mar 31 04:56:45 +0000 2021,0,CONNECT WITH RICH MOMMY AND MAKE UP TO RM5K DAILY NOW IN MALAYSIA 100%!!!! Contact susan now via WhatsApp. +601151599108 #Malaysia #Singapore #RM #Jobs #instagramdown #COVID19 #COVID19Malaysia #ipoh #kedah #sarawak #income #money #PKPB #sop #salah #topglove #malaysiagazette #ipoh https://t.co/cLN8fAsv1f,miles_meera,37,255,0,1,instagramdown  .
1580,Sun Mar 21 11:42:09 +0000 2021,0,"#WorldPoetryDay #WomenEmpowerment

• woman • https://t.co/ZsxiKigBLI",marissamancell,3,1,0,0,WorldPoetryDay
2005,Thu Mar 25 18:50:50 +0000 2021,1,"RT @INCMumbai: The double standards in these two tweets escape no one!

Isse kehte hain AAP beeti?

#GNCTDBill #नहीं_भूलेंगे https://t.co/A…",BrijeshDeshmukh,302,430,175,0,GNCTDBill
257,Tue Mar 23 16:18:07 +0000 2021,1,"RT @NeeleshTax: Tribute to the fearless heroes 🙏🏻🙏🏻
#BhagatSingh #MartyrsDay #Sukhdev #InquilabZindabad #23March #Sukhdev #ShaheediDiwas ht…",sme1965,1938,2518,3,0,MartyrsDay
1464,Sun Mar 21 12:08:39 +0000 2021,1,"RT @NorwichCastle: ""A whispering and watery Norfolk sound
Telling of all the moonlit reeds around.""
John Betjeman, 'Norfolk'

Over time, No…",gilskidmore,2142,4533,3,0,WorldPoetryDay
359,Tue Mar 23 16:33:11 +0000 2021,1,"Bhagat Singh, Born on 28 September, 1907 and Died on 23 March, 1931. The anniversary of the deaths of #BhagatSingh, #SukhdevThapar and #ShivaramRajguru on 23 March 1931, is declared to be Martyr's Day.
#InquilabZindabad
#ChalkDrawing
#Drawing
#FreedomFightersOfIndia
#MartyrsDay https://t.co/wxJy8LSL5h",BhagyaRaju_K,0,0,0,0,MartyrsDay
224,Tue Mar 23 16:25:23 +0000 2021,1,"RT @JcblLimited: Saluting and remembering their indomitable spirit.

#MartyrsDay #indiansoldiers #indianmartyrs #indianfreedomfighter #resp…",AnujKRathour,412,2910,3,0,MartyrsDay
744,Tue Mar 23 18:35:19 +0000 2021,1,"RT @etawahpolice: The tyrant dies and his rule is over, the martyr dies and his rule begins.
@akashtomarips @Uppolice
#MartyrsDay https://t…",upcoprathore,4097,259,8,0,MartyrsDay
2704,Thu Mar 25 17:05:06 +0000 2021,1,"RT @AparBharat: While Hyper Hindus keep calling Mota Bhai was a weak man...

Mota Bhai has delivered another landmark bill #GNCTDBill

Keep…",rsgautam93,1250,4049,284,0,GNCTDBill
2105,Tue Mar 23 16:43:15 +0000 2021,1,"RT @yssSamastipur: Tribute to Great &amp; brave Freedom Fighters of India.🙏

Today is the #MartyrsDay of #BhagatSingh, Sukhdev &amp; #Rajguru !

O…",Vinayak_R4,348,1068,42,0,MartyrsDay
1776,Thu Mar 25 19:57:08 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",Big_harry2,2719,1830,6861,0,GNCTDBill
650,Sat Mar 20 09:05:36 +0000 2021,1,"#Release_Uttarakhand_JE_AE_Vacancy 
#TSR_Govt_Job_Nahi_to_Vote_Nahi 
#modi_rojgar_do 
@harishrawatcmuk @anil_baluni… https://t.co/ssEXImYcBW",NK73584552,16,21,2,2,modirozgardo
1672,Thu Mar 25 20:47:46 +0000 2021,1,"RT @remo24x7: Kerala, TN, Assam, Bengal, Pondicherry 
Just remember one thing👇🏻 #NoVoteToBJP #ModiEgo_KillingFarmers #FarmLaws_DeathWarrant…",Anugami2020,435,528,10,0,GNCTDBill
1311,Wed Mar 31 16:00:13 +0000 2021,1,RT @Official_Heena: #instagramdown till then know God!.. https://t.co/m1zOnnYZGs,Dashrat59978396,204,116,201,201,instagramdown  .
1805,Thu Mar 25 19:46:34 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",AviralJ79674789,3,54,6861,0,GNCTDBill
571,Sun Mar 21 12:00:00 +0000 2021,1,"In celebration of #WorldPoetryDay a quote from Paul Durcan's poem 'On giving a poetry recital to an empty hall', ‘and I gave it my all to the empty hall' resonates with us all #connectwithheritage https://t.co/BPQYJlxQ1i",BelfastCentLib,3215,391,0,0,WorldPoetryDay
1297,Sun Mar 21 11:56:53 +0000 2021,1,A grisly #NaturePoem on #WorldPoetryDay. https://t.co/2MQVoUjS8o https://t.co/3IyzOi5BJy,esperapasero,1218,1067,0,0,WorldPoetryDay
2189,Thu Mar 25 18:17:38 +0000 2021,1,"RT @ndtv: Watch | With the #GNCTDBill passed in parliament, all powers now rest with the Lieutenant Governor. BJP says it will streamline g…",rockstarz123456,10,812,62,0,GNCTDBill
1285,Tue Mar 23 16:18:31 +0000 2021,1,"RT @SurajKrBauddh: We express our deepest condolences to Bhagat Singh, Sukhdev and Rajguru ji on their martyrdom day. On 13 April 1931, Bab…",DipvanshPraka1,78,84,71,0,MartyrsDay
1158,Sun Mar 21 11:56:56 +0000 2021,1,My own contribution in these terrible times to #WorldPoetryDay https://t.co/JyiMDMtGlb,ArchibaldLock,5,268,0,0,WorldPoetryDay
571,Sat Mar 20 11:01:28 +0000 2021,1,"RT @itsSATAT: Commission - #UPSSSC
Advertisement- 02/2018
Post Name- #VDO2018
Total Post- 1953
Current Situation- Joining Pending
Total Day…",PankajS21650467,3,22,14,0,modirozgardo
941,Sun Mar 21 14:40:21 +0000 2021,1,"#Kashmir belongs to neither #Pakistan nor #India.

Live and Let us live peacefully.",khalilahmedawan,1832,1812,0,2,DaysOfCode.
342,Fri Mar 26 07:42:52 +0000 2021,1,"RT @igot10on10: Blast from the past  😂
#GNCTDBill #ChaprasiKejriwal
#BlackDayForDemocracy https://t.co/yOub9x8hp4",abbajabbadabbaa,300,176,916,0,GNCTDBill
87,Sun Mar 21 09:05:41 +0000 2021,1,"RT @gaganpartapmath: #modi_rojgar_do
We crossed 2.5+ Million tweet
Aslo trending on No. 1 

Retweet 🔁 more and more 🙏

#modi_job_do
#modi_j…",Bhushan99093387,966,454,4142,0,modirozgardo
358,Sun Mar 21 12:02:02 +0000 2021,1,"RT @unescobangkok: ✒️ Happy #WorldPoetryDay (21 Mar)!

📜 Do you want to learn more about poetic traditions around the world?

📖 @UNESCOCour…",unescobangkok,10830,2442,2,0,WorldPoetryDay
1004,Tue Mar 23 18:12:57 +0000 2021,0,"RT @saahilmenghani: Numbers shoot up at #FarmersProtest sites as young farmers arrive from villages on #MartyrsDay, #शहीद_दिवस.
SINGHU…",Ubaidur80542690,172,137,624,0,MartyrsDay
418,Thu Apr 01 17:23:36 +0000 2021,0,"RT @Biharibabua10: #ParambirSingh 
In Bihar had happened  would be under President's Rule, CRPF would have been deployed and media would ha…",mdamirfsl,45,76,21,0,godzillavskong  .
405,Tue Mar 23 16:42:50 +0000 2021,1,"RT @JSPVeeraMahila: ""Bhagat Singh willed to die for the Nation.""

- Inspirational words by @JanaSenaParty Chief Sri. @PawanKalyan 

#शहीद_…",asandurubabu,7,5,149,0,MartyrsDay
719,Tue Mar 23 19:30:38 +0000 2021,1,"RT @YoungMovesMedia: Youth, let's learn Fearlessness, Patriotism &amp; Dedication from our martyrs! 

#23March #23March1931 #MartyrsDay #Bhagat…",NeerajV7,99,169,114,0,MartyrsDay
580,Fri Mar 26 05:49:55 +0000 2021,1,RT @FunMauji: .@ArvindKejriwal with the india's most powerful chief ministers. 🤣  #GNCTDBill https://t.co/qvLKH3UjGW,Lalaji73195943,47,314,49,0,GNCTDBill
433,Tue Mar 23 17:05:05 +0000 2021,1,RT @CartoonistSan: Old one. #MartyrsDay https://t.co/YB1GwabomT,IbnSinaIndian,62,72,0,306,MartyrsDay
1304,Fri Mar 26 01:58:26 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",rahulbhatkulkar,31,138,4882,0,GNCTDBill
1880,Wed Mar 31 05:09:39 +0000 2021,1,"People on insta reels be like ki sirf mera khuda hi janta h and all the shitty stuffs and then suddenly throw their phones. Dude are you fucking out of your minds 😂😂. #reelscringe #instagramdown #instagramreels #myopinion
Btw do follow me for more😝
What u think about reels",Adityab39679117,15,28,0,0,instagramdown  .
2645,Thu Mar 25 17:11:56 +0000 2021,1,"RT @babbaranu: If we don't realise now and wakeup to take actions, India soon will become an autocracy.
History will remember us as citizen…",aap_subhash,9,85,15,0,GNCTDBill
1696,Thu Mar 25 20:37:45 +0000 2021,1,"RT @Nher_who: Few Days ago Swedish Institute reports called India an Electoral Autocracy

Today Modi Govt passed #GNCTDBill and snatched po…",SarfarajNawaj72,62,268,846,0,GNCTDBill
503,Tue Mar 23 18:56:47 +0000 2021,1,"RT @realhimanshi: Tribute to the fearless heroes 🙏🏻🙏🏻
#BhagatSingh #MartyrsDay #Sukhdev #InquilabZindabad #23March #Sukhdev #ShaheediDiwas…",The_HardeepGill,26,80,284,0,MartyrsDay
1754,Sun Mar 21 14:39:28 +0000 2021,1,RT @JumlaWala: Parambir Singh is upset because Home Minister Anil Deshmukh &amp,Mrs_Modi,39726,38687,4,4,DaysOfCode.
1803,Tue Mar 23 17:07:30 +0000 2021,1,"RT @shibu_babyjohn: Salute comrade!

#MartyrsDay 
#Bhagat_Singh 
#March23 https://t.co/LmwlZFsxdn",kiranmsj,159,309,4,4,MartyrsDay
2201,Fri Apr 02 03:54:03 +0000 2021,1,"I have seen #GodzillaVsKong.

I AM IMPRESSED. https://t.co/ySE37l4h4p",MHadleyImprint,113,38,0,0,godzillavskong  .
808,Tue Mar 23 18:30:29 +0000 2021,1,"RT @PARInetwork: Find a more articulate 23-year-old. We'll wait. Until then, read his words. Download the 5,790 word essay by #BhagatSingh…",WorldwithoutRW,198,682,474,0,MartyrsDay
543,Sat Mar 20 11:42:01 +0000 2021,1,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",BstcStudent,50,112,29,0,modirozgardo
371,Sun Mar 21 12:00:01 +0000 2021,1,"Happy #WorldPoetryDay! Celebrate with these 7 poetry-centric celebrations. #ReadPoetry

https://t.co/m2NkoAZenI",readpoetry_,1724,147,0,0,WorldPoetryDay
331,Fri Mar 26 07:59:20 +0000 2021,1,"RT @ethicalsid: 𝙏𝙝𝙞𝙨 𝙬𝙞𝙡𝙡 𝙜𝙤 𝙙𝙤𝙬𝙣 𝙞𝙣 𝙃𝙞𝙨𝙩𝙤𝙧𝙮!!

""We 10 MP flew from Bengal for this discussion, although there's an election day after tomo…",tannypub,344,1418,1073,0,GNCTDBill
2323,Fri Apr 02 04:04:21 +0000 2021,1,Rewatched #GodzillaVsKong for the second time. It’s very entertaining to watch and the cinematography is awesome. The only best part of the movie was the epic battle and the bright neon colors🔥💥 https://t.co/0L19BNSpeM,reedusxarmy,3955,407,0,0,godzillavskong  .
924,Tue Mar 23 16:15:42 +0000 2021,0,"RT @saahilmenghani: Numbers shoot up at #FarmersProtest sites as young farmers arrive from villages on #MartyrsDay, #शहीद_दिवस.
SINGHU…",freeKashmirEKMB,75,367,588,0,MartyrsDay
102,Sun Mar 21 11:43:05 +0000 2021,0,"RT @DevjiBhaiPatel_: I will Give Follow Back to 50 Nationalists....❗

Who will Write with me👇 #KejriwalBetrayed_Delhi",KatewaVikram2,2879,2748,158,158,KejriwalBetrayed_Delhi.
1471,Tue Mar 23 17:53:28 +0000 2021,1,"RT @JSPVeeraMahila: ""Bhagat Singh willed to die for the Nation.""

- Inspirational words by @JanaSenaParty Chief Sri. @PawanKalyan 

#शहीद_…",withpkvasu,242,459,155,0,MartyrsDay
914,Sun Mar 21 11:43:54 +0000 2021,1,"RT @ClarenceHouse: Happy #WorldPoetryDay!

Listen to The Prince of Wales recite Tintern Abbey by William Wordsworth.

This reading was orig…",MrsMyraBrady,763,847,102,0,WorldPoetryDay
2358,Thu Mar 25 17:54:14 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",abrahamregisraj,69,273,4885,0,GNCTDBill
2326,Sun Mar 21 16:21:27 +0000 2021,1,"RT @MCUPerfectClips: This makes even more sense now... 
#FalconAndTheWinterSoldier https://t.co/i5tgqGwPJN",__newvilla,119,180,1249,1249,FalconAndTheWinterSoldier.
2151,Thu Mar 25 18:23:30 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",joyani2997,14,125,4885,0,GNCTDBill
436,Tue Mar 23 17:04:46 +0000 2021,1,"RT @KIITUniversity: On the occasion of #SaheedDiwas (#MartyrsDay), #KIIT remembers the sacrifices of the 3 gallant freedom fighters - Bhag…",AnjanaSahoo8,5,10,84,0,MartyrsDay
2604,Thu Mar 25 17:19:02 +0000 2021,1,"LG is the new CM! 

Can President be the new PM in future? 

#GNCTDBill #RajyaSabha
#GNCTDBill",Ramholkar,20246,11879,7,20,GNCTDBill
294,Tue Mar 23 16:46:33 +0000 2021,1,"RT @Nss_Lakshya: March 23rd 1931, is the day when freedom fighters Bhagat Singh ,Sukhdev and Rajguru sacrificed their lives for the country…",SambitK61889153,13,52,6,0,MartyrsDay
525,Fri Mar 26 06:07:52 +0000 2021,1,"RT @ndtv: Watch | With the #GNCTDBill passed in parliament, all powers now rest with the Lieutenant Governor. BJP says it will streamline g…",lfcdeep,184,577,62,0,GNCTDBill
1313,Sun Mar 21 12:08:38 +0000 2021,1,RT @AuschwitzMuseum: #WorldPoetryDay | Ilse Weber (b. 1903) worked as a night nurse in Theresienstadt ghetto's infirmary and had the courag…,MaggieMessman,100,385,60,0,WorldPoetryDay
1339,Wed Mar 31 06:57:50 +0000 2021,1,RT @Jaydip__Taylor: Developers baby😎 #developers #programmers #instagramdown #COVIDSecondWave #Covid_19 #wednesdaythought #100DaysOfCode #P…,CalefybTech,495,6,3,0,instagramdown  .
449,Mon Mar 22 04:08:47 +0000 2021,1,"RT @SadhguruJV: Water is not a commodity – water is life. If we destroy our water sources, we destroy future generations right now. #Sadhgu…",ankitkr1998,43,281,1565,0,WorldWaterDay.
1761,Thu Mar 25 20:06:38 +0000 2021,1,"RT @ANKITSI46803233: India is no longer a ""Democracy but an Electoral Autocracy"".

The decline in democratic freedoms in India occurred aft…",RajuReyaz,21,571,20,0,GNCTDBill
560,Tue Mar 23 17:16:41 +0000 2021,1,"RT @riya__rathore: #MartyrsDay
It’s ok to cry it’s not just a movie

The movie- https://t.co/cNwNOvCf8I",Pagal_Bandar_,1023,609,0,23,MartyrsDay
304,Tue Mar 23 18:56:47 +0000 2021,1,"RT @realhimanshi: Tribute to the fearless heroes 🙏🏻🙏🏻
#BhagatSingh #MartyrsDay #Sukhdev #InquilabZindabad #23March #Sukhdev #ShaheediDiwas…",The_HardeepGill,26,80,284,0,MartyrsDay
691,Sat Mar 20 08:01:27 +0000 2021,1,"RT @pmkhoked: #modi_job_do
#modi_rojgar_do

👉Fair &amp; transparent process in SSC,RAILWAY &amp; other Govt. Job EXAMS.
👉Exam calender like UPSC.…",Vidyabh36931333,93,72,9,0,modirozgardo
942,Tue Mar 23 17:09:54 +0000 2021,0,"RT @saahilmenghani: Numbers shoot up at #FarmersProtest sites as young farmers arrive from villages on #MartyrsDay, #शहीद_दिवस.
SINGHU…",Kashif_Jawaid86,568,462,592,0,MartyrsDay
1177,Tue Mar 23 15:35:49 +0000 2021,0,"RT @saahilmenghani: Numbers shoot up at #FarmersProtest sites as young farmers arrive from villages on #MartyrsDay, #शहीद_दिवस.
SINGHU…",adnankt019,175,1096,563,0,MartyrsDay
650,Tue Mar 23 19:20:34 +0000 2021,1,"RT @PARInetwork: Find a more articulate 23-year-old. We'll wait. Until then, read his words. Download the 5,790 word essay by #BhagatSingh…",DumeelDuma,7,52,477,0,MartyrsDay
866,Sun Mar 21 12:01:30 +0000 2021,1,"RT @ClarenceHouse: Happy #WorldPoetryDay!

Listen to The Prince of Wales recite Tintern Abbey by William Wordsworth.

This reading was orig…",Louise270560981,24,62,106,0,WorldPoetryDay
178,Mon Mar 22 04:07:38 +0000 2021,1,"RT @akshaykumar: To protect India's health, we must come together as one. Join me and #MissionPaani a @CNNnews18 and @harpic_india initiati…",jaswant_akshay,586,561,447,0,WorldWaterDay.
